order_ID,prod_ID,quantity
276,9812,4
1997,1466,9
1181,8380,6
2517,1200,6
2783,2935,9
3044,8376,4
5062,1678,1
1243,8564,9
6301,9481,3
5333,4140,8
4741,436,7
4564,8973,1
3849,6925,2
5976,7584,4
3393,2256,8
1319,2700,6
5627,5222,9
5056,9414,10
3169,6188,5
849,2285,4
4606,6284,6
6634,94,1
3141,6032,4
5131,2821,4
2,5907,10
5737,6865,9
3981,6290,3
5704,4631,5
5379,4627,8
121,7675,6
3190,7355,10
1007,6242,9
4487,9185,4
163,966,4
5680,1408,9
4896,8547,7
4862,8447,4
178,5814,5
5197,6443,10
4026,4289,6
633,2557,7
437,1479,4
174,9426,4
3547,6908,10
4021,3664,3
1769,9206,5
89,8428,7
4542,3303,3
266,3943,2
6232,5470,9
98,8358,8
259,6738,8
2643,2687,8
1296,6191,3
430,8660,3
1962,1906,4
5514,4391,6
5378,6045,9
4626,3768,10
3553,4708,6
5119,8152,6
6440,2611,1
2216,2545,4
6899,952,10
6868,5333,5
4237,7448,9
2758,6820,9
1636,4705,4
1683,9875,2
3018,775,5
5809,345,2
5365,1940,10
5041,874,7
5775,8029,5
1089,9681,6
1145,8617,4
5020,2576,6
189,2668,10
6014,6476,3
5138,4912,8
2594,3097,6
3017,9980,5
6326,6796,7
572,9484,10
1360,2008,3
1097,478,3
3867,6552,2
4335,5237,10
5823,2812,1
4554,2923,3
3578,5915,3
6162,1763,8
4770,8803,7
4502,4580,5
2148,4804,6
5501,164,5
519,7724,10
1623,3659,6
3254,7027,1
3829,2805,8
4042,9988,9
2879,4284,4
2314,3201,2
1540,4710,4
2037,3207,6
628,4328,2
5090,6065,9
2869,6784,2
1184,2045,2
6233,8936,6
4498,6178,3
4515,2191,7
3554,8007,9
6605,8254,10
4075,9991,1
4498,79,9
2891,6606,5
4785,7333,2
4824,838,6
773,9541,8
6568,767,9
4118,7508,5
949,7107,6
362,8777,3
1386,7666,1
3924,5028,10
5321,9783,10
5941,1547,4
3121,4751,3
2029,4578,4
125,8568,8
5700,3286,7
1900,2233,1
1462,799,8
6426,5018,6
5323,6088,9
1549,5433,8
531,4822,4
4530,2218,7
4220,6128,10
6348,5898,4
2052,2313,6
5309,2383,4
2151,5283,4
1008,5720,4
4044,8443,6
4667,1255,3
92,2112,4
4672,1938,5
1587,7531,4
5490,1623,4
249,8113,5
5842,328,6
2648,6338,6
1620,5591,8
1099,4824,10
6588,4201,3
764,3176,2
180,7931,2
4641,2259,10
719,8576,10
4007,383,7
3964,187,7
4568,3276,8
6608,5349,5
3123,1266,9
121,1827,5
6724,3499,2
6222,4519,9
6562,1288,4
1958,5512,9
3928,3565,1
700,1415,6
101,6503,9
166,4615,10
6022,362,8
2010,291,5
3263,5563,7
5475,4147,8
3973,9495,4
6840,1660,2
6147,6773,9
3981,2590,9
2999,4242,6
4793,7145,10
3429,4379,9
5106,5116,7
2164,2010,7
4837,6972,3
463,7852,10
2371,3238,9
2433,4406,6
3863,3613,2
4228,193,7
4239,6073,8
3886,1668,6
6307,6885,4
2648,6313,1
2769,3079,3
1605,9496,2
4480,4069,7
6115,2302,1
2147,778,7
763,3336,10
4804,6507,5
2296,8832,3
6036,2559,8
182,4516,1
673,1165,1
5514,556,3
6045,2453,8
4870,6639,5
2386,7086,7
2052,957,3
5268,8626,4
481,7290,8
141,2567,6
4503,2169,7
314,9456,3
6916,3223,5
6041,407,9
2881,2930,10
4998,5988,8
2789,9653,2
2714,9933,7
4193,5853,10
2449,5964,9
2518,3267,6
2197,3091,9
502,5024,7
4991,8593,2
4624,3602,3
1358,557,3
4235,5706,7
2383,4070,3
1156,1010,7
2897,9480,4
1135,6343,9
4296,9039,2
6163,6665,5
3710,8013,8
1829,514,4
6458,4531,5
2512,7199,4
2673,7436,7
3205,3127,10
285,3634,4
5483,822,5
3724,8729,1
2920,20,7
1931,9957,2
3897,3170,5
3752,5163,3
4672,4688,9
2440,2912,4
4073,5444,3
4797,281,9
1642,813,1
6334,5721,9
1420,3022,5
2915,9873,1
5674,3381,1
3841,7281,3
5667,4472,6
3594,5143,10
2923,7477,3
6381,3493,2
2764,3712,1
6536,8969,9
5997,8721,6
5238,2825,2
4093,9656,7
2970,5239,8
701,7439,1
6697,7879,10
5370,5057,3
449,4287,1
1139,9745,8
5903,9911,3
1861,6494,7
6721,3687,1
669,7663,4
333,1632,8
5008,2521,7
3292,6915,5
2348,1690,4
2460,1672,2
1180,2597,5
6625,408,4
3369,115,5
3778,7011,1
2559,4591,4
4489,8231,10
3177,9200,4
5638,4257,7
1845,2529,1
6364,6982,3
872,3846,4
3886,2092,4
3134,3498,1
4604,5974,8
2656,1352,7
1683,8778,9
2725,884,1
858,4670,8
5645,7322,6
3416,2742,7
5546,9277,8
6850,2402,3
351,855,6
1014,3063,4
61,6554,5
3353,9647,10
5915,87,8
1639,3977,4
3511,4486,2
2172,7310,5
4087,4215,2
1762,7244,5
4527,6551,5
3281,5519,2
2759,7516,8
4457,6681,5
354,7506,4
5488,2992,1
2750,6812,1
2067,4551,5
1466,5972,9
5270,2482,3
3169,2710,9
3131,9358,7
2977,7776,2
5653,5676,10
5864,7981,9
1698,9130,10
3660,6391,2
4922,931,5
5152,2367,10
5284,5899,4
3409,2088,6
113,7188,2
5516,9515,8
5709,611,1
1794,2839,7
4383,3185,6
3691,1494,5
6651,6934,2
4869,9913,10
888,4387,5
5695,8052,6
1468,9917,3
1095,4939,4
3843,3388,9
1402,6721,5
2525,5110,1
3723,3511,10
421,371,9
6756,8108,3
5636,789,1
715,1968,8
548,2948,1
6146,4178,1
946,8963,9
4395,183,9
3332,3583,7
4821,5358,9
5073,400,6
4394,7387,7
3131,3167,4
3896,6304,10
1897,6560,3
1617,4741,9
5067,7204,9
3098,8390,5
58,9567,8
2468,4131,7
2328,5691,10
1261,8503,9
2247,6818,3
5030,2823,5
4243,2417,3
5799,9871,1
6972,8116,10
3275,8789,9
3801,4272,1
378,3681,1
6238,6832,4
1040,2903,10
4981,7396,5
6243,2535,1
6660,9077,4
2497,7194,2
2618,9499,9
439,244,6
1317,9257,7
6770,7318,2
4801,3644,1
6543,2493,2
3779,1131,5
3264,1950,5
861,6780,2
6098,7229,7
5939,4036,4
6485,732,3
6378,9527,4
2796,7897,4
2531,3010,5
5498,9202,8
839,5579,6
3673,1899,9
5157,4920,1
3469,8537,8
737,6708,5
3630,7491,2
5733,1922,3
794,3296,2
151,1595,5
305,3658,3
2625,5993,10
3724,4157,4
4565,1087,5
3017,4010,9
3770,412,4
2216,4270,8
471,5538,2
6971,8637,5
3601,2917,3
1777,4447,5
364,467,8
4788,1691,5
1395,9874,9
3963,5835,8
3583,4904,9
3743,4797,4
4696,3709,1
4605,8558,5
95,4864,1
3263,9663,8
3639,5749,2
4191,4575,3
1070,1537,7
1936,4320,7
4396,1362,9
5087,8833,1
5478,6936,6
6558,2015,3
4200,5436,6
6732,5323,5
4831,9808,2
6993,2386,2
5409,1130,2
4793,476,3
2083,7876,3
2767,953,6
4522,6480,6
3461,3527,1
2115,8538,3
6435,6540,4
1532,5909,5
3682,9517,5
4924,7576,10
1123,4935,2
2453,3427,8
3776,1379,7
391,4394,2
262,5962,3
6090,2624,5
6962,5845,7
5437,98,5
4174,1429,8
4951,312,7
3201,4932,6
3531,4026,5
4498,2323,1
5478,7412,5
5630,6038,4
4152,1927,4
1743,4730,1
2877,9492,3
2568,6991,5
1929,6393,2
1028,9088,9
5350,4616,3
6639,6568,5
2647,4100,6
588,2394,9
6928,5532,9
5224,6000,9
2145,2608,6
5905,8157,9
3386,2210,10
6974,7227,2
2170,5082,2
6855,1742,10
5186,9508,10
1700,3896,6
903,4380,6
537,7680,3
3686,7862,3
5983,4254,5
178,8353,1
1540,1443,7
2542,2699,4
352,7595,8
4204,2393,4
5095,6416,3
2912,2941,3
2268,939,2
2642,5475,1
6306,3940,8
204,2473,8
3809,6246,5
6188,5737,6
891,6755,7
4671,2331,8
6520,5043,3
1265,226,3
3527,5729,5
1973,903,2
5265,2481,1
962,4959,4
5755,8910,8
23,9439,4
5409,1357,4
696,463,8
6795,5274,7
2677,4119,10
1240,1589,3
127,7288,5
3171,1997,2
3155,143,6
3445,3632,10
5499,3991,2
3586,2472,9
5279,539,1
4163,594,5
1399,2837,4
3239,2053,6
4944,8940,9
1972,6489,3
753,1029,6
1196,4110,6
5424,1730,6
961,3711,4
1662,8616,7
4616,420,9
2299,9798,9
4004,4889,9
3388,6862,3
6179,1369,1
1158,6628,8
586,2642,3
3672,6108,5
714,3677,2
2254,1900,2
1359,753,5
4616,459,1
2837,5644,9
1688,6928,6
4699,8056,1
3708,2573,2
1403,2140,9
602,2072,6
2662,8257,9
5619,8333,6
151,6813,4
2012,7485,7
6621,1661,6
5371,5144,8
916,7542,3
3146,4133,2
4094,4652,1
6751,8099,7
4351,9324,8
6439,4911,6
6808,7474,7
6703,7371,9
5943,561,9
6587,2060,1
4588,4729,8
3223,7319,1
533,7778,6
3383,7298,7
4397,3821,3
2263,4534,7
4465,6278,6
618,2675,2
6391,2012,8
4530,3898,10
6229,2176,5
664,2243,8
1430,8525,10
6333,6372,2
398,3160,6
6983,937,6
1004,5879,2
640,7563,4
747,6449,4
94,6799,3
3952,901,8
5386,9961,8
4632,1530,5
59,8094,5
3007,3607,5
4923,9250,2
6208,6675,6
6668,9850,1
5349,9925,10
2214,5883,1
2156,7971,3
1805,5545,2
3861,6800,2
575,3541,7
489,1473,3
4731,8134,9
1128,9073,3
63,8897,9
6657,7644,2
2551,8837,3
303,3489,5
5102,8999,10
2778,8736,5
2057,5633,3
2715,1164,8
6850,2774,6
444,4356,9
6220,7019,2
6395,7486,4
5219,5154,10
3891,8865,9
539,4113,4
2150,7612,7
1445,1096,9
1423,4995,9
106,8130,9
88,2702,1
3477,8093,5
6996,9521,4
360,7008,5
6522,5115,3
1379,4724,7
3827,7631,7
5012,374,10
4947,6206,2
2979,9675,8
4908,3444,4
5202,8169,8
454,9859,3
5796,9632,10
4893,1491,5
2679,6479,4
498,1712,4
2013,234,4
4049,2034,7
1565,3582,3
5104,9923,3
2935,2540,10
1043,5275,9
4799,7170,3
5590,759,3
6169,4869,7
6667,8792,7
1032,4962,3
2224,9600,3
69,8676,2
6567,227,5
5331,9715,1
2644,4598,2
4333,391,2
5196,3118,6
4180,567,8
5277,5506,2
1775,9929,3
5148,6497,10
38,8909,10
3263,7375,2
4056,4297,9
77,2257,3
115,4656,10
5336,7410,10
5254,550,6
3153,4921,9
3784,7771,6
906,3425,5
5885,1890,7
4422,8224,7
2282,3769,8
1350,8265,7
3978,9022,5
1342,8051,3
1355,7068,6
3200,4785,9
5330,2294,8
3956,8175,6
2076,9751,4
1441,1786,3
2332,9717,4
6207,5341,9
4136,812,7
2863,3571,5
3274,9545,4
2426,2096,1
2317,6517,8
5080,4924,2
2407,6056,10
2748,1552,1
3988,1016,7
4260,7984,5
1010,8643,1
377,2362,9
3669,9584,9
5904,7726,10
2645,8027,1
370,5520,8
4575,5485,4
735,6431,6
5706,3088,6
2163,9071,5
486,1437,7
2405,1046,1
6777,4188,2
4852,7301,9
1443,7240,1
2464,5326,2
3848,4218,4
3130,8581,3
4990,6756,8
1868,6271,6
4645,6764,6
1271,4204,1
4003,7991,4
3936,1543,9
286,7773,7
4474,11,9
1495,8281,8
3155,4454,8
2797,6013,7
2217,3450,6
6061,7282,2
582,3289,4
3751,4012,5
2844,3500,3
2811,634,1
5347,9575,6
303,4608,5
2255,9142,9
1376,6465,10
5313,5381,7
4493,574,4
5209,3504,3
1436,3714,5
5796,9921,10
4490,3474,2
3232,5165,5
2897,4618,2
1594,4025,9
5795,5653,8
2773,9788,9
4269,1606,8
1795,6167,9
4878,3625,7
449,9113,9
4993,3471,8
184,5710,5
3090,9160,10
3060,5936,2
5901,2162,5
6963,1097,7
3674,1024,4
3743,3559,10
2165,5089,9
359,8009,8
6985,9218,6
2898,1646,9
4662,5713,8
2789,1879,10
2757,2161,6
3693,1209,9
4970,5793,7
5295,4057,6
4128,4756,10
2169,7713,5
6815,7134,5
4342,7166,1
6701,5021,2
427,2229,10
2277,1171,10
1835,3513,2
6080,1283,7
2197,5267,4
6948,9280,5
4697,8595,1
4878,4216,4
3384,5302,5
6178,4151,7
3792,6017,1
4954,3236,2
3105,6860,6
100,7704,10
3746,2020,8
4435,9748,4
1699,7580,2
136,5990,7
4327,6311,4
5595,9198,2
404,5318,7
2338,7885,9
5074,7630,3
4610,1759,10
218,8241,3
996,3017,3
3682,7135,10
5256,3661,8
6459,7278,10
3940,6060,1
4086,8702,6
907,635,2
6241,7894,7
111,1194,1
2438,2727,9
5413,453,2
5620,273,10
11,9960,7
723,4535,5
1737,6055,10
3762,8889,1
1335,8204,1
2608,8739,10
2827,6464,1
122,1226,1
3002,9228,2
3456,2432,7
1118,9052,2
6963,6876,2
5451,6951,5
2605,6308,10
6642,8242,2
1430,6981,7
5177,1291,9
6316,4795,4
3284,9465,9
2984,5522,6
4267,6644,5
356,1158,5
3875,257,4
2475,9839,3
6897,8945,5
2907,6015,7
6462,3220,8
102,5182,9
6786,9732,3
4837,369,4
6159,8098,2
3945,7537,6
3513,8202,10
5764,1767,1
2660,415,8
2968,8388,7
3466,4686,7
62,2442,3
3160,9793,2
3490,4303,4
5010,3801,10
2696,6806,9
1646,1514,1
5538,7426,7
5122,2957,1
1729,4858,10
4714,2024,6
2018,5114,2
3776,8171,10
3000,8371,1
6060,9424,6
114,2635,6
5294,2506,2
5886,3248,10
6876,7604,6
3025,7949,5
5145,1784,2
6705,7798,6
3990,3024,6
1523,811,5
4671,6821,8
993,4748,2
6761,435,8
5748,6893,8
3032,8251,3
1082,3390,9
2139,6525,6
4241,6831,4
6692,1426,3
5023,1892,1
3094,1607,2
5685,2534,8
1067,8012,5
2700,8459,9
156,3671,9
5321,8343,6
3564,7781,7
1619,7265,6
6285,4714,4
5170,6634,8
1159,1022,9
6533,6170,9
5355,9846,10
6607,4305,6
1823,6011,5
3703,4047,2
48,817,8
1501,3503,3
4360,5640,3
2766,1139,6
4466,4989,1
5401,9796,2
1556,303,8
1334,9233,4
5415,726,7
802,6001,2
5220,2166,1
6773,6600,8
3963,6536,4
2977,4938,4
3511,3817,10
6026,212,2
3721,7866,2
4853,4049,9
3641,4224,3
5871,5366,3
741,9213,3
6860,3249,9
2123,5719,2
1015,3315,4
5363,4022,5
5273,689,2
4466,7586,8
6485,3075,8
6853,1604,9
3291,8533,7
376,1807,8
3784,8382,6
3538,4280,9
6686,2250,2
1358,1873,8
335,9982,2
3784,4489,5
2119,9423,10
2987,8131,3
2070,9947,2
2761,3717,1
493,4311,8
597,8914,5
6381,2989,8
3768,445,6
4808,3339,10
2843,2115,6
2810,3985,7
4360,31,1
2453,1574,1
5333,6553,9
4421,3862,8
735,6993,1
4797,7643,10
2395,6971,2
95,9876,2
5922,5577,5
720,8920,5
3863,410,8
346,9416,3
6096,9537,2
906,6300,8
993,2358,9
4514,2014,8
3420,7380,3
2704,1247,7
4244,8002,4
6901,790,9
4110,3982,10
4401,9247,1
684,8927,9
4110,6238,4
3999,8239,6
4347,1456,9
1918,8323,9
6698,1577,8
6956,1229,7
1011,2061,9
6635,8806,7
3638,8582,6
4571,1953,10
3497,2371,1
6953,6857,2
3485,2964,7
210,722,4
6375,8365,9
1174,6571,4
228,7313,5
6010,1160,8
3353,7366,5
5851,1051,2
1306,7139,8
4770,2182,10
3411,5704,8
6006,7413,9
2803,8873,6
1643,9336,4
188,3992,9
2895,8389,2
5150,8133,6
6691,7977,2
2858,6413,9
2707,7146,3
2878,3011,9
4445,4868,7
5718,7811,10
6787,8921,3
1475,7655,10
2413,5861,4
5677,5740,10
5997,5927,1
4570,4596,8
2364,3820,6
5548,5261,8
1634,2947,9
3974,3836,1
1284,4261,5
5354,7023,4
361,158,3
6819,5753,8
5468,2625,5
3127,7902,6
3074,6281,5
3110,6927,3
4049,4129,10
1972,5745,9
6972,3654,10
552,7690,1
2363,2230,6
5281,9230,4
4173,9907,7
1200,214,2
5524,174,9
823,2690,2
1058,6373,8
2556,703,8
295,5027,7
4920,4671,8
673,9364,6
1506,356,10
6685,5846,6
1539,9649,7
3141,8988,4
2622,3198,6
2401,3114,7
4401,3133,9
4523,8511,3
4165,8584,4
5220,8975,7
111,7050,5
340,1929,4
5964,2500,1
1753,8531,1
997,4728,7
1823,4107,2
4767,1905,9
524,1566,3
2641,1364,3
3184,7101,8
2557,6957,5
6442,6044,1
4397,6420,1
1164,4416,7
1440,7511,3
4691,5567,3
4653,4175,4
6959,7082,9
186,4832,5
2959,4101,1
2210,127,4
433,8821,6
4253,2726,5
3374,5758,9
759,3914,4
2436,7754,4
5894,1174,2
6726,5806,1
1072,9821,7
3502,4106,7
2024,5073,8
11,8994,5
2837,4657,3
2673,8650,5
2908,1814,7
1340,8395,1
6344,4093,9
5967,1863,4
2026,1438,3
4961,9946,4
6376,7817,3
1345,2002,7
6057,4719,8
3478,5015,10
393,8662,2
5923,6837,3
4808,5557,8
3119,8081,10
3139,7942,8
5928,7640,3
2382,5613,10
3379,6438,7
2653,5406,6
2244,1223,2
5197,9854,4
1818,6542,10
4827,507,6
2557,2938,3
1649,2588,2
6150,6398,9
3067,5537,7
3839,4187,8
1224,5281,5
5813,4134,1
4311,6291,9
2299,800,7
1155,9225,10
3897,8644,3
4222,9273,3
4247,1505,10
1192,3018,6
6897,7359,3
5645,2562,10
5879,8306,3
2826,6185,5
2110,7407,1
1228,5304,1
4958,8450,10
2057,5484,9
5800,259,9
1686,9100,7
1739,6025,4
1847,7962,9
109,1413,4
146,6671,2
6905,9239,2
1755,9729,8
262,9306,1
3642,2993,9
523,6472,9
424,465,1
4557,1324,1
2824,1427,3
990,2073,9
3885,3053,3
998,6719,4
6774,9872,10
6997,7976,10
2859,3443,9
4401,1486,7
4207,4467,9
475,5693,8
6429,8069,10
2737,5637,2
586,4086,10
3017,8720,9
1227,1307,2
5870,7973,4
3529,9141,7
509,4367,1
2346,3353,1
486,9978,10
1463,7924,8
4617,5178,6
1776,5398,2
3130,5391,8
1419,8977,6
5009,7242,2
2786,9958,3
1869,8340,5
2231,9001,4
1862,5254,8
1456,5790,10
1535,7589,1
2074,3722,9
4845,8756,4
416,6067,6
2104,1251,4
1054,4854,2
4328,3048,1
4961,9638,5
1036,9686,6
4282,9648,10
3170,5937,5
3539,1489,1
2809,9410,9
3335,7636,5
3031,1737,5
4385,5179,5
1131,4014,10
496,9163,9
1903,5090,9
5392,5732,5
1833,188,4
4191,2289,9
6859,9316,7
4540,1760,5
5066,3674,4
6231,6757,1
3085,1339,10
1677,2617,3
2024,4788,9
1964,6266,9
3703,8178,1
2984,9128,7
1809,382,1
5082,2104,4
2247,5451,9
5895,4951,6
1182,6089,3
2189,9211,3
3859,7433,2
1001,3710,1
2078,172,9
4644,2023,7
6884,860,9
3496,9343,10
1715,9542,5
2715,7174,4
3187,6661,8
6261,2965,10
439,1793,8
5810,1201,1
6400,9928,6
3698,4975,9
3751,1549,5
5000,4883,5
6339,3827,1
3249,2788,7
4301,4626,8
6164,4088,2
807,3099,1
6170,3210,2
932,1019,4
2401,7189,9
370,7231,5
2123,4317,2
342,5810,6
1770,8649,10
5900,4545,10
444,7857,8
6013,5764,9
4433,3642,7
3343,7447,8
5014,2324,4
6034,7895,3
6640,380,7
3085,5521,8
1958,5335,3
1369,5652,8
2939,8627,10
3293,6437,10
3374,8166,8
152,7171,5
2415,1195,2
1548,4176,9
2788,2924,10
37,4757,10
5997,3456,9
533,8928,8
2603,3411,2
2185,5496,6
3517,7609,4
6793,8111,4
3633,71,6
4460,2356,6
1813,8020,3
5632,6833,5
1985,9914,5
5914,6960,1
1255,5963,7
2386,876,7
1050,7463,10
613,4532,6
6435,2032,10
432,6396,9
3844,5683,10
6501,3124,7
5453,1828,7
3136,9367,4
1480,8932,5
5190,9607,10
493,3676,4
6093,6579,6
4991,2157,5
1702,4522,5
6765,6911,6
1622,7662,6
4030,7585,7
2829,6508,4
676,8466,3
3978,6166,8
3321,6228,2
2188,7245,4
128,965,4
4205,8092,4
5627,3762,1
1297,3007,5
3804,4767,4
4533,3187,10
774,52,9
3613,3366,9
4129,3931,2
1985,6917,2
1041,3177,1
6841,7883,7
4570,3682,5
4390,12,3
4432,2612,8
3144,7521,5
3302,5674,1
3318,9307,5
576,2054,10
3773,7926,9
6061,4209,5
759,9810,3
3146,2368,1
3734,716,9
6545,1734,1
1140,4322,2
2267,1348,2
3049,3548,4
3678,6653,2
5951,6730,10
1225,2199,1
6193,2997,6
3028,8658,9
6415,8011,1
4518,9419,9
1934,8632,6
1487,7464,10
4365,6632,6
3916,8757,9
6404,8567,9
6390,7455,10
1727,6263,2
6407,6406,4
5367,5864,8
2638,6409,10
4151,3105,6
1390,8501,6
6041,6586,5
6871,8790,8
3777,3892,10
3597,5830,9
3969,8953,9
43,9301,3
486,2469,4
17,5490,2
390,3019,2
6011,9977,2
547,9264,7
6603,1756,9
782,6953,10
49,6217,5
6968,8524,9
2468,5466,2
5603,2333,5
3869,5074,3
1098,787,6
4443,9509,7
4030,1167,5
926,2391,5
5848,7799,10
4057,7906,3
6068,2928,6
5467,1722,8
6573,2200,6
2441,5059,9
4711,8519,6
2628,991,1
5209,1721,7
4856,9060,8
496,7534,1
4150,8473,2
3449,3707,3
3119,6728,8
1149,3151,1
3386,5227,10
2454,2301,7
521,2174,2
4971,870,10
1264,442,7
1774,9289,3
2750,5208,5
4502,9805,4
4085,5437,8
6987,3680,8
843,7916,5
5982,1490,4
4158,7633,8
537,5327,2
4233,1244,3
498,9636,3
5943,7029,10
2056,3299,10
3562,7073,1
970,7818,1
4576,9721,4
1102,6762,1
1182,7263,9
3552,1423,5
5743,8655,9
356,5416,9
6936,1455,9
5534,3915,3
163,3338,7
2731,7232,8
2973,781,2
4962,4639,3
1000,2654,1
3860,528,7
1325,1593,1
5204,9507,1
6298,9098,8
5073,7089,2
6327,8741,6
322,9009,4
5023,6607,3
6239,7039,6
1552,1375,5
6240,6515,5
2752,3346,7
1030,1627,6
1993,4964,2
4080,1155,9
3087,950,8
5835,3041,2
5551,2274,5
6782,8208,6
4973,3628,5
5637,7556,7
1232,5396,10
3856,5807,10
2392,8549,10
5721,2312,3
718,6187,7
6156,2409,10
3967,7822,3
1536,7793,4
2151,2421,9
4134,5282,5
6317,8522,9
5123,352,5
4773,398,6
4698,5762,7
6618,6594,1
3014,6624,3
3153,3473,7
1543,8125,9
2888,4455,10
4623,8817,4
4778,7830,2
5028,4791,2
584,1553,2
146,6593,8
1805,3125,10
3395,3423,1
1645,8776,10
1697,8249,1
3649,1883,8
700,9909,6
2556,3378,3
2375,6998,10
2078,579,10
5525,591,9
178,3451,1
2223,2782,4
5376,8392,2
5604,7997,7
6006,1862,8
248,4834,4
4275,8154,1
60,3806,7
1425,1571,2
5063,7142,1
1747,56,10
1548,9671,1
6479,8117,4
1389,3412,6
4944,2623,5
6412,1492,10
262,2705,3
1968,355,6
5434,739,1
4544,6595,10
3711,2987,5
6572,6468,7
1628,672,10
3403,4138,5
5216,7802,1
3665,3166,7
5632,4764,2
1096,6451,4
5387,3376,9
1191,9279,6
4546,4336,9
5578,7527,3
490,9954,5
4243,2952,2
2367,3189,7
2376,7932,1
2568,5383,6
1870,6168,7
4288,9620,10
4202,4676,7
2091,2953,8
2874,6829,5
3921,6636,10
3594,8728,1
5552,7349,7
6297,4509,7
1184,8589,8
3732,551,4
1340,7420,8
1962,2043,10
5667,3793,2
5945,9640,3
3598,3066,8
1015,4610,9
835,6030,9
4577,6652,3
1769,3655,2
1842,6744,8
48,737,9
1861,6623,7
1797,3468,10
5839,1567,10
4605,4641,8
4122,1687,2
2146,3252,10
2156,4089,2
3844,1500,4
3965,6120,9
1378,2523,1
5572,3609,2
3320,5324,9
17,696,4
1785,6854,6
1641,666,1
4135,2591,10
4247,3454,2
3786,1850,2
1751,175,6
1161,1649,7
2149,9533,6
2754,8408,8
994,9772,9
2069,6824,9
410,9014,4
6847,5252,8
1673,3323,7
4981,6698,4
2128,655,3
3037,5317,1
6885,4852,2
3111,2703,8
4729,3401,1
5693,9828,6
6495,7383,4
3442,1769,10
6869,9936,6
1007,3348,5
4272,1813,1
5560,8170,8
284,4294,4
6037,3196,5
6818,1038,3
4444,6330,2
2120,7129,3
4582,7588,10
4165,2435,2
5110,6811,4
3054,6518,7
692,3332,9
569,3464,5
6394,8831,6
4633,5430,9
1243,7038,9
4484,1193,7
5006,9523,5
5755,6181,8
2739,9769,6
608,6609,10
1783,1448,10
6770,9217,4
455,2959,9
908,6952,5
4446,959,3
1644,4760,8
1760,5681,10
6275,771,4
2909,6215,1
3090,1077,6
5574,1218,4
3627,5601,6
2617,473,6
1278,7600,5
6057,8194,3
4169,4235,6
249,6457,9
3235,4985,10
1491,283,8
1176,9938,10
3679,2639,4
5730,6804,1
6618,5336,4
2686,6405,7
6171,2717,1
5098,2143,6
3937,8791,5
2665,2121,4
887,9572,6
5665,5733,1
684,8900,4
5180,6906,1
658,8769,1
3684,2009,10
5565,3577,4
6454,4942,8
4849,3215,6
559,9525,9
6332,8907,3
10,7208,7
5889,1504,1
6029,1579,7
1003,5726,5
1379,4587,3
6657,8423,6
6606,2789,6
71,4554,7
3092,7238,8
6402,7605,2
28,1910,10
4963,5271,10
1210,9378,7
5566,7206,2
6008,5065,5
6153,9191,1
2519,9203,2
4646,3260,6
1645,4338,10
4843,3798,3
5227,941,8
935,3216,5
4399,7899,2
2631,262,4
6418,3258,10
5692,194,5
2664,6028,9
3257,719,5
3570,5865,6
4797,5815,6
4486,265,9
1783,5896,8
1934,6009,1
2337,8634,6
141,2970,5
5028,9309,4
3383,7820,5
2593,7494,7
1424,26,2
1879,5680,8
6219,2089,4
2332,1513,10
3274,6077,8
3571,9672,4
2355,8966,9
6580,6753,8
3613,9338,9
5389,3741,6
3675,784,5
3720,4155,4
6933,8867,8
556,6273,9
3499,5052,9
4532,8488,5
801,9731,6
4309,300,6
2079,5935,2
1111,4194,10
6624,9692,4
251,2209,3
3502,6272,5
2376,3360,5
3914,5747,10
250,1870,5
3838,8610,2
3370,9786,10
5599,333,2
4718,834,10
5443,4521,5
858,3179,7
4830,1316,6
235,9472,8
6964,1761,6
2255,5574,2
1498,8878,1
5142,6878,10
4595,3523,7
3072,7999,2
2420,6418,1
1201,750,4
3793,4513,5
2798,4043,5
357,388,9
678,3065,7
3743,1406,1
3788,482,6
5991,2634,3
6817,9561,1
3052,8534,8
2238,1014,4
6849,105,9
5123,6424,6
5457,1758,5
253,7653,6
6917,8550,6
5640,7482,2
3582,160,5
4354,2444,7
5932,4164,8
6745,5325,10
3864,5977,10
4787,4442,5
3907,5880,5
4796,2715,6
1012,3835,6
6103,7546,6
186,680,9
6519,1013,5
3395,9166,9
807,6421,4
5164,7007,1
601,9422,3
3389,587,6
1077,3230,8
4101,8422,3
6638,4844,6
2959,7691,6
4807,1911,6
1975,3815,1
1145,4184,1
4386,8713,9
5860,947,7
2798,8892,9
2051,5434,2
1411,5085,6
1641,6758,1
2417,9356,10
3944,2815,8
5971,9051,4
3472,7765,8
2848,9743,9
1218,8037,2
6561,8705,9
511,3558,4
1045,9548,10
4683,7222,4
791,9397,2
249,4039,10
264,586,1
1365,1876,4
6754,2664,7
5800,5235,8
3708,4861,10
6697,7582,6
3885,7693,8
1947,4768,8
4656,6149,8
3054,59,7
2728,3240,5
5360,5180,4
2514,7109,3
5859,3395,8
333,3796,8
1410,8188,7
2430,4121,7
5964,4206,5
6132,5285,3
3599,2816,4
1303,9852,6
1112,2041,9
5860,5671,8
5650,6321,3
6545,3104,9
5936,7350,6
4561,2340,4
2106,2007,9
6023,5241,6
1761,9657,8
903,4837,8
442,1693,2
