cust_ID,order_date,payment_type,payment_date
1020,2023-06-08T03:21:21.227,cash,2023-06-09T03:21:21.227
6408,2023-06-08T03:35:27.227,cash,2023-06-09T03:35:27.227
6255,2023-06-08T03:49:33.227,debit card,2023-06-09T03:49:33.227
636,2023-06-08T04:03:39.227,debit card,2023-06-09T04:03:39.227
1998,2023-06-08T04:17:45.227,cash,2023-06-09T04:17:45.227
3147,2023-06-08T04:31:51.227,credit card,2023-06-09T04:31:51.227
2274,2023-06-08T04:45:57.227,bank transfer,2023-06-09T04:45:57.227
3765,2023-06-08T05:00:03.227,credit card,2023-06-09T05:00:03.227
3228,2023-06-08T05:14:09.227,debit card,2023-06-09T05:14:09.227
1704,2023-06-08T05:28:15.227,debit card,2023-06-09T05:28:15.227
2625,2023-06-08T05:42:21.227,debit card,2023-06-09T05:42:21.227
510,2023-06-08T05:56:27.227,credit card,2023-06-09T05:56:27.227
1125,2023-06-08T06:10:33.227,bank transfer,2023-06-09T06:10:33.227
1716,2023-06-08T06:24:39.227,debit card,2023-06-09T06:24:39.227
5979,2023-06-08T06:38:45.227,debit card,2023-06-09T06:38:45.227
5124,2023-06-08T06:52:51.227,credit card,2023-06-09T06:52:51.227
6183,2023-06-08T07:06:57.227,bank transfer,2023-06-09T07:06:57.227
3192,2023-06-08T07:21:03.227,debit card,2023-06-09T07:21:03.227
4257,2023-06-08T07:35:09.227,cash,2023-06-09T07:35:09.227
5679,2023-06-08T07:49:15.227,bank transfer,2023-06-09T07:49:15.227
4407,2023-06-08T08:03:21.227,cash,2023-06-09T08:03:21.227
1194,2023-06-08T08:17:27.227,debit card,2023-06-09T08:17:27.227
753,2023-06-08T08:31:33.227,cash,2023-06-09T08:31:33.227
1716,2023-06-08T08:45:39.227,credit card,2023-06-09T08:45:39.227
2094,2023-06-08T08:59:45.227,bank transfer,2023-06-09T08:59:45.227
2232,2023-06-08T09:13:51.227,bank transfer,2023-06-09T09:13:51.227
3774,2023-06-08T09:27:57.227,bank transfer,2023-06-09T09:27:57.227
5670,2023-06-08T09:42:03.227,credit card,2023-06-09T09:42:03.227
153,2023-06-08T09:56:09.227,bank transfer,2023-06-09T09:56:09.227
3153,2023-06-08T10:10:15.227,debit card,2023-06-09T10:10:15.227
3225,2023-06-08T10:24:21.227,credit card,2023-06-09T10:24:21.227
1572,2023-06-08T10:38:27.227,bank transfer,2023-06-09T10:38:27.227
5766,2023-06-08T10:52:33.227,bank transfer,2023-06-09T10:52:33.227
6588,2023-06-08T11:06:39.227,debit card,2023-06-09T11:06:39.227
4308,2023-06-08T11:20:45.227,credit card,2023-06-09T11:20:45.227
3813,2023-06-08T11:34:51.227,credit card,2023-06-09T11:34:51.227
1992,2023-06-08T11:48:57.227,cash,2023-06-09T11:48:57.227
6630,2023-06-08T12:03:03.227,debit card,2023-06-09T12:03:03.227
4929,2023-06-08T12:17:09.227,cash,2023-06-09T12:17:09.227
5655,2023-06-08T12:31:15.227,cash,2023-06-09T12:31:15.227
5496,2023-06-08T12:45:21.227,cash,2023-06-09T12:45:21.227
1401,2023-06-08T12:59:27.227,credit card,2023-06-09T12:59:27.227
6843,2023-06-08T13:13:33.227,bank transfer,2023-06-09T13:13:33.227
873,2023-06-08T13:27:39.227,cash,2023-06-09T13:27:39.227
669,2023-06-08T13:41:45.227,credit card,2023-06-09T13:41:45.227
3912,2023-06-08T13:55:51.227,cash,2023-06-09T13:55:51.227
6963,2023-06-08T14:09:57.227,debit card,2023-06-09T14:09:57.227
3120,2023-06-08T14:24:03.227,bank transfer,2023-06-09T14:24:03.227
1830,2023-06-08T14:38:09.227,credit card,2023-06-09T14:38:09.227
804,2023-06-08T14:52:15.227,credit card,2023-06-09T14:52:15.227
1260,2023-06-08T15:06:21.227,bank transfer,2023-06-09T15:06:21.227
5004,2023-06-08T15:20:27.227,debit card,2023-06-09T15:20:27.227
6855,2023-06-08T15:34:33.227,debit card,2023-06-09T15:34:33.227
1182,2023-06-08T15:48:39.227,credit card,2023-06-09T15:48:39.227
969,2023-06-08T16:02:45.227,bank transfer,2023-06-09T16:02:45.227
1503,2023-06-08T16:16:51.227,bank transfer,2023-06-09T16:16:51.227
4887,2023-06-08T16:30:57.227,bank transfer,2023-06-09T16:30:57.227
2457,2023-06-08T16:45:03.227,cash,2023-06-09T16:45:03.227
6444,2023-06-08T16:59:09.227,credit card,2023-06-09T16:59:09.227
1602,2023-06-08T17:13:15.227,cash,2023-06-09T17:13:15.227
222,2023-06-08T17:27:21.227,cash,2023-06-09T17:27:21.227
6993,2023-06-08T17:41:27.227,credit card,2023-06-09T17:41:27.227
4506,2023-06-08T17:55:33.227,cash,2023-06-09T17:55:33.227
1008,2023-06-08T18:09:39.227,bank transfer,2023-06-09T18:09:39.227
1428,2023-06-08T18:23:45.227,debit card,2023-06-09T18:23:45.227
5037,2023-06-08T18:37:51.227,cash,2023-06-09T18:37:51.227
2418,2023-06-08T18:51:57.227,debit card,2023-06-09T18:51:57.227
435,2023-06-08T19:06:03.227,bank transfer,2023-06-09T19:06:03.227
5850,2023-06-08T19:20:09.227,bank transfer,2023-06-09T19:20:09.227
5715,2023-06-08T19:34:15.227,bank transfer,2023-06-09T19:34:15.227
1662,2023-06-08T19:48:21.227,credit card,2023-06-09T19:48:21.227
1416,2023-06-08T20:02:27.227,cash,2023-06-09T20:02:27.227
438,2023-06-08T20:16:33.227,bank transfer,2023-06-09T20:16:33.227
3345,2023-06-08T20:30:39.227,credit card,2023-06-09T20:30:39.227
4185,2023-06-08T20:44:45.227,credit card,2023-06-09T20:44:45.227
5559,2023-06-08T20:58:51.227,cash,2023-06-09T20:58:51.227
5223,2023-06-08T21:12:57.227,credit card,2023-06-09T21:12:57.227
777,2023-06-08T21:27:03.227,credit card,2023-06-09T21:27:03.227
618,2023-06-08T21:41:09.227,bank transfer,2023-06-09T21:41:09.227
5352,2023-06-08T21:55:15.227,debit card,2023-06-09T21:55:15.227
4644,2023-06-08T22:09:21.227,credit card,2023-06-09T22:09:21.227
6942,2023-06-08T22:23:27.227,bank transfer,2023-06-09T22:23:27.227
402,2023-06-08T22:37:33.227,debit card,2023-06-09T22:37:33.227
6522,2023-06-08T22:51:39.227,bank transfer,2023-06-09T22:51:39.227
6318,2023-06-08T23:05:45.227,debit card,2023-06-09T23:05:45.227
4596,2023-06-08T23:19:51.227,cash,2023-06-09T23:19:51.227
6030,2023-06-08T23:33:57.227,bank transfer,2023-06-09T23:33:57.227
555,2023-06-08T23:48:03.227,bank transfer,2023-06-09T23:48:03.227
777,2023-06-09T00:02:09.227,bank transfer,2023-06-10T00:02:09.227
3687,2023-06-09T00:16:15.227,credit card,2023-06-10T00:16:15.227
4890,2023-06-09T00:30:21.227,bank transfer,2023-06-10T00:30:21.227
6603,2023-06-09T00:44:27.227,bank transfer,2023-06-10T00:44:27.227
222,2023-06-09T00:58:33.227,cash,2023-06-10T00:58:33.227
4482,2023-06-09T01:12:39.227,bank transfer,2023-06-10T01:12:39.227
1644,2023-06-09T01:26:45.227,bank transfer,2023-06-10T01:26:45.227
5229,2023-06-09T01:40:51.227,debit card,2023-06-10T01:40:51.227
729,2023-06-09T01:54:57.227,credit card,2023-06-10T01:54:57.227
387,2023-06-09T02:09:03.227,credit card,2023-06-10T02:09:03.227
5958,2023-06-09T02:23:09.227,credit card,2023-06-10T02:23:09.227
6450,2023-06-09T02:37:15.227,bank transfer,2023-06-10T02:37:15.227
2601,2023-06-09T02:51:21.227,debit card,2023-06-10T02:51:21.227
1533,2023-06-09T03:05:27.227,cash,2023-06-10T03:05:27.227
4713,2023-06-09T03:19:33.227,debit card,2023-06-10T03:19:33.227
96,2023-06-09T03:33:39.227,cash,2023-06-10T03:33:39.227
822,2023-06-09T03:47:45.227,bank transfer,2023-06-10T03:47:45.227
1614,2023-06-09T04:01:51.227,credit card,2023-06-10T04:01:51.227
1308,2023-06-09T04:15:57.227,credit card,2023-06-10T04:15:57.227
5622,2023-06-09T04:30:03.227,credit card,2023-06-10T04:30:03.227
6402,2023-06-09T04:44:09.227,credit card,2023-06-10T04:44:09.227
6996,2023-06-09T04:58:15.227,bank transfer,2023-06-10T04:58:15.227
408,2023-06-09T05:12:21.227,bank transfer,2023-06-10T05:12:21.227
4023,2023-06-09T05:26:27.227,cash,2023-06-10T05:26:27.227
2502,2023-06-09T05:40:33.227,cash,2023-06-10T05:40:33.227
5133,2023-06-09T05:54:39.227,cash,2023-06-10T05:54:39.227
3966,2023-06-09T06:08:45.227,cash,2023-06-10T06:08:45.227
969,2023-06-09T06:22:51.227,bank transfer,2023-06-10T06:22:51.227
4131,2023-06-09T06:36:57.227,bank transfer,2023-06-10T06:36:57.227
6336,2023-06-09T06:51:03.227,credit card,2023-06-10T06:51:03.227
4887,2023-06-09T07:05:09.227,debit card,2023-06-10T07:05:09.227
4056,2023-06-09T07:19:15.227,debit card,2023-06-10T07:19:15.227
2205,2023-06-09T07:33:21.227,debit card,2023-06-10T07:33:21.227
3933,2023-06-09T07:47:27.227,debit card,2023-06-10T07:47:27.227
78,2023-06-09T08:01:33.227,bank transfer,2023-06-10T08:01:33.227
3453,2023-06-09T08:15:39.227,debit card,2023-06-10T08:15:39.227
1590,2023-06-09T08:29:45.227,cash,2023-06-10T08:29:45.227
750,2023-06-09T08:43:51.227,debit card,2023-06-10T08:43:51.227
402,2023-06-09T08:57:57.227,credit card,2023-06-10T08:57:57.227
4551,2023-06-09T09:12:03.227,cash,2023-06-10T09:12:03.227
1530,2023-06-09T09:26:09.227,debit card,2023-06-10T09:26:09.227
3249,2023-06-09T09:40:15.227,credit card,2023-06-10T09:40:15.227
4710,2023-06-09T09:54:21.227,bank transfer,2023-06-10T09:54:21.227
2886,2023-06-09T10:08:27.227,bank transfer,2023-06-10T10:08:27.227
435,2023-06-09T10:22:33.227,debit card,2023-06-10T10:22:33.227
5019,2023-06-09T10:36:39.227,bank transfer,2023-06-10T10:36:39.227
6777,2023-06-09T10:50:45.227,credit card,2023-06-10T10:50:45.227
4743,2023-06-09T11:04:51.227,debit card,2023-06-10T11:04:51.227
3954,2023-06-09T11:18:57.227,cash,2023-06-10T11:18:57.227
2589,2023-06-09T11:33:03.227,cash,2023-06-10T11:33:03.227
6618,2023-06-09T11:47:09.227,cash,2023-06-10T11:47:09.227
4722,2023-06-09T12:01:15.227,credit card,2023-06-10T12:01:15.227
5910,2023-06-09T12:15:21.227,debit card,2023-06-10T12:15:21.227
1323,2023-06-09T12:29:27.227,credit card,2023-06-10T12:29:27.227
2322,2023-06-09T12:43:33.227,debit card,2023-06-10T12:43:33.227
4176,2023-06-09T12:57:39.227,cash,2023-06-10T12:57:39.227
2715,2023-06-09T13:11:45.227,bank transfer,2023-06-10T13:11:45.227
2640,2023-06-09T13:25:51.227,credit card,2023-06-10T13:25:51.227
2049,2023-06-09T13:39:57.227,debit card,2023-06-10T13:39:57.227
741,2023-06-09T13:54:03.227,debit card,2023-06-10T13:54:03.227
138,2023-06-09T14:08:09.227,bank transfer,2023-06-10T14:08:09.227
1113,2023-06-09T14:22:15.227,credit card,2023-06-10T14:22:15.227
1020,2023-06-09T14:36:21.227,cash,2023-06-10T14:36:21.227
6054,2023-06-09T14:50:27.227,credit card,2023-06-10T14:50:27.227
6426,2023-06-09T15:04:33.227,cash,2023-06-10T15:04:33.227
1560,2023-06-09T15:18:39.227,bank transfer,2023-06-10T15:18:39.227
6405,2023-06-09T15:32:45.227,bank transfer,2023-06-10T15:32:45.227
636,2023-06-09T15:46:51.227,debit card,2023-06-10T15:46:51.227
6993,2023-06-09T16:00:57.227,cash,2023-06-10T16:00:57.227
5880,2023-06-09T16:15:03.227,debit card,2023-06-10T16:15:03.227
4539,2023-06-09T16:29:09.227,cash,2023-06-10T16:29:09.227
2928,2023-06-09T16:43:15.227,cash,2023-06-10T16:43:15.227
6285,2023-06-09T16:57:21.227,bank transfer,2023-06-10T16:57:21.227
4008,2023-06-09T17:11:27.227,bank transfer,2023-06-10T17:11:27.227
6756,2023-06-09T17:25:33.227,cash,2023-06-10T17:25:33.227
864,2023-06-09T17:39:39.227,credit card,2023-06-10T17:39:39.227
3492,2023-06-09T17:53:45.227,debit card,2023-06-10T17:53:45.227
3282,2023-06-09T18:07:51.227,credit card,2023-06-10T18:07:51.227
4986,2023-06-09T18:21:57.227,credit card,2023-06-10T18:21:57.227
6108,2023-06-09T18:36:03.227,cash,2023-06-10T18:36:03.227
6471,2023-06-09T18:50:09.227,credit card,2023-06-10T18:50:09.227
6471,2023-06-09T19:04:15.227,credit card,2023-06-10T19:04:15.227
486,2023-06-09T19:18:21.227,cash,2023-06-10T19:18:21.227
5967,2023-06-09T19:32:27.227,cash,2023-06-10T19:32:27.227
2781,2023-06-09T19:46:33.227,cash,2023-06-10T19:46:33.227
3234,2023-06-09T20:00:39.227,cash,2023-06-10T20:00:39.227
600,2023-06-09T20:14:45.227,cash,2023-06-10T20:14:45.227
5172,2023-06-09T20:28:51.227,credit card,2023-06-10T20:28:51.227
6462,2023-06-09T20:42:57.227,credit card,2023-06-10T20:42:57.227
186,2023-06-09T20:57:03.227,debit card,2023-06-10T20:57:03.227
5628,2023-06-09T21:11:09.227,credit card,2023-06-10T21:11:09.227
3789,2023-06-09T21:25:15.227,cash,2023-06-10T21:25:15.227
4161,2023-06-09T21:39:21.227,credit card,2023-06-10T21:39:21.227
4455,2023-06-09T21:53:27.227,debit card,2023-06-10T21:53:27.227
6069,2023-06-09T22:07:33.227,bank transfer,2023-06-10T22:07:33.227
6954,2023-06-09T22:21:39.227,cash,2023-06-10T22:21:39.227
2385,2023-06-09T22:35:45.227,bank transfer,2023-06-10T22:35:45.227
6495,2023-06-09T22:49:51.227,bank transfer,2023-06-10T22:49:51.227
4620,2023-06-09T23:03:57.227,bank transfer,2023-06-10T23:03:57.227
3081,2023-06-09T23:18:03.227,cash,2023-06-10T23:18:03.227
210,2023-06-09T23:32:09.227,debit card,2023-06-10T23:32:09.227
4572,2023-06-09T23:46:15.227,credit card,2023-06-10T23:46:15.227
5409,2023-06-10T00:00:21.227,credit card,2023-06-11T00:00:21.227
4470,2023-06-10T00:14:27.227,debit card,2023-06-11T00:14:27.227
5346,2023-06-10T00:28:33.227,cash,2023-06-11T00:28:33.227
2406,2023-06-10T00:42:39.227,debit card,2023-06-11T00:42:39.227
3336,2023-06-10T00:56:45.227,bank transfer,2023-06-11T00:56:45.227
1374,2023-06-10T01:10:51.227,debit card,2023-06-11T01:10:51.227
3918,2023-06-10T01:24:57.227,cash,2023-06-11T01:24:57.227
3669,2023-06-10T01:39:03.227,debit card,2023-06-11T01:39:03.227
3066,2023-06-10T01:53:09.227,credit card,2023-06-11T01:53:09.227
4956,2023-06-10T02:07:15.227,debit card,2023-06-11T02:07:15.227
3774,2023-06-10T02:21:21.227,bank transfer,2023-06-11T02:21:21.227
3438,2023-06-10T02:35:27.227,bank transfer,2023-06-11T02:35:27.227
3846,2023-06-10T02:49:33.227,debit card,2023-06-11T02:49:33.227
696,2023-06-10T03:03:39.227,bank transfer,2023-06-11T03:03:39.227
1632,2023-06-10T03:17:45.227,debit card,2023-06-11T03:17:45.227
5856,2023-06-10T03:31:51.227,credit card,2023-06-11T03:31:51.227
1143,2023-06-10T03:45:57.227,bank transfer,2023-06-11T03:45:57.227
1806,2023-06-10T04:00:03.227,bank transfer,2023-06-11T04:00:03.227
1677,2023-06-10T04:14:09.227,credit card,2023-06-11T04:14:09.227
1674,2023-06-10T04:28:15.227,debit card,2023-06-11T04:28:15.227
222,2023-06-10T04:42:21.227,cash,2023-06-11T04:42:21.227
1053,2023-06-10T04:56:27.227,debit card,2023-06-11T04:56:27.227
5217,2023-06-10T05:10:33.227,credit card,2023-06-11T05:10:33.227
6045,2023-06-10T05:24:39.227,credit card,2023-06-11T05:24:39.227
6153,2023-06-10T05:38:45.227,credit card,2023-06-11T05:38:45.227
2133,2023-06-10T05:52:51.227,bank transfer,2023-06-11T05:52:51.227
192,2023-06-10T06:06:57.227,credit card,2023-06-11T06:06:57.227
1893,2023-06-10T06:21:03.227,bank transfer,2023-06-11T06:21:03.227
57,2023-06-10T06:35:09.227,credit card,2023-06-11T06:35:09.227
5574,2023-06-10T06:49:15.227,cash,2023-06-11T06:49:15.227
4431,2023-06-10T07:03:21.227,bank transfer,2023-06-11T07:03:21.227
2349,2023-06-10T07:17:27.227,credit card,2023-06-11T07:17:27.227
1071,2023-06-10T07:31:33.227,cash,2023-06-11T07:31:33.227
1788,2023-06-10T07:45:39.227,cash,2023-06-11T07:45:39.227
6999,2023-06-10T07:59:45.227,bank transfer,2023-06-11T07:59:45.227
4509,2023-06-10T08:13:51.227,cash,2023-06-11T08:13:51.227
6027,2023-06-10T08:27:57.227,debit card,2023-06-11T08:27:57.227
3426,2023-06-10T08:42:03.227,bank transfer,2023-06-11T08:42:03.227
3369,2023-06-10T08:56:09.227,bank transfer,2023-06-11T08:56:09.227
6936,2023-06-10T09:10:15.227,bank transfer,2023-06-11T09:10:15.227
2937,2023-06-10T09:24:21.227,cash,2023-06-11T09:24:21.227
2883,2023-06-10T09:38:27.227,bank transfer,2023-06-11T09:38:27.227
3690,2023-06-10T09:52:33.227,cash,2023-06-11T09:52:33.227
1197,2023-06-10T10:06:39.227,bank transfer,2023-06-11T10:06:39.227
6312,2023-06-10T10:20:45.227,cash,2023-06-11T10:20:45.227
1119,2023-06-10T10:34:51.227,bank transfer,2023-06-11T10:34:51.227
6033,2023-06-10T10:48:57.227,credit card,2023-06-11T10:48:57.227
558,2023-06-10T11:03:03.227,cash,2023-06-11T11:03:03.227
2688,2023-06-10T11:17:09.227,cash,2023-06-11T11:17:09.227
318,2023-06-10T11:31:15.227,debit card,2023-06-11T11:31:15.227
6375,2023-06-10T11:45:21.227,debit card,2023-06-11T11:45:21.227
4281,2023-06-10T11:59:27.227,bank transfer,2023-06-11T11:59:27.227
2898,2023-06-10T12:13:33.227,cash,2023-06-11T12:13:33.227
4989,2023-06-10T12:27:39.227,bank transfer,2023-06-11T12:27:39.227
927,2023-06-10T12:41:45.227,credit card,2023-06-11T12:41:45.227
5421,2023-06-10T12:55:51.227,bank transfer,2023-06-11T12:55:51.227
6261,2023-06-10T13:09:57.227,credit card,2023-06-11T13:09:57.227
4956,2023-06-10T13:24:03.227,bank transfer,2023-06-11T13:24:03.227
4491,2023-06-10T13:38:09.227,credit card,2023-06-11T13:38:09.227
5703,2023-06-10T13:52:15.227,cash,2023-06-11T13:52:15.227
3078,2023-06-10T14:06:21.227,cash,2023-06-11T14:06:21.227
3489,2023-06-10T14:20:27.227,debit card,2023-06-11T14:20:27.227
5616,2023-06-10T14:34:33.227,cash,2023-06-11T14:34:33.227
6399,2023-06-10T14:48:39.227,cash,2023-06-11T14:48:39.227
5094,2023-06-10T15:02:45.227,cash,2023-06-11T15:02:45.227
2682,2023-06-10T15:16:51.227,bank transfer,2023-06-11T15:16:51.227
141,2023-06-10T15:30:57.227,cash,2023-06-11T15:30:57.227
6060,2023-06-10T15:45:03.227,debit card,2023-06-11T15:45:03.227
5277,2023-06-10T15:59:09.227,debit card,2023-06-11T15:59:09.227
1131,2023-06-10T16:13:15.227,bank transfer,2023-06-11T16:13:15.227
3057,2023-06-10T16:27:21.227,cash,2023-06-11T16:27:21.227
5484,2023-06-10T16:41:27.227,debit card,2023-06-11T16:41:27.227
5073,2023-06-10T16:55:33.227,debit card,2023-06-11T16:55:33.227
72,2023-06-10T17:09:39.227,cash,2023-06-11T17:09:39.227
3675,2023-06-10T17:23:45.227,credit card,2023-06-11T17:23:45.227
3522,2023-06-10T17:37:51.227,debit card,2023-06-11T17:37:51.227
3165,2023-06-10T17:51:57.227,cash,2023-06-11T17:51:57.227
1179,2023-06-10T18:06:03.227,bank transfer,2023-06-11T18:06:03.227
2217,2023-06-10T18:20:09.227,cash,2023-06-11T18:20:09.227
3810,2023-06-10T18:34:15.227,debit card,2023-06-11T18:34:15.227
1230,2023-06-10T18:48:21.227,cash,2023-06-11T18:48:21.227
6159,2023-06-10T19:02:27.227,debit card,2023-06-11T19:02:27.227
5163,2023-06-10T19:16:33.227,credit card,2023-06-11T19:16:33.227
1119,2023-06-10T19:30:39.227,credit card,2023-06-11T19:30:39.227
5931,2023-06-10T19:44:45.227,cash,2023-06-11T19:44:45.227
4206,2023-06-10T19:58:51.227,bank transfer,2023-06-11T19:58:51.227
2943,2023-06-10T20:12:57.227,bank transfer,2023-06-11T20:12:57.227
783,2023-06-10T20:27:03.227,credit card,2023-06-11T20:27:03.227
6951,2023-06-10T20:41:09.227,bank transfer,2023-06-11T20:41:09.227
4365,2023-06-10T20:55:15.227,credit card,2023-06-11T20:55:15.227
2520,2023-06-10T21:09:21.227,bank transfer,2023-06-11T21:09:21.227
1800,2023-06-10T21:23:27.227,credit card,2023-06-11T21:23:27.227
5448,2023-06-10T21:37:33.227,cash,2023-06-11T21:37:33.227
1152,2023-06-10T21:51:39.227,cash,2023-06-11T21:51:39.227
1401,2023-06-10T22:05:45.227,cash,2023-06-11T22:05:45.227
6993,2023-06-10T22:19:51.227,debit card,2023-06-11T22:19:51.227
3957,2023-06-10T22:33:57.227,credit card,2023-06-11T22:33:57.227
6291,2023-06-10T22:48:03.227,bank transfer,2023-06-11T22:48:03.227
6681,2023-06-10T23:02:09.227,credit card,2023-06-11T23:02:09.227
4785,2023-06-10T23:16:15.227,bank transfer,2023-06-11T23:16:15.227
1557,2023-06-10T23:30:21.227,bank transfer,2023-06-11T23:30:21.227
225,2023-06-10T23:44:27.227,debit card,2023-06-11T23:44:27.227
4719,2023-06-10T23:58:33.227,bank transfer,2023-06-11T23:58:33.227
4416,2023-06-11T00:12:39.227,credit card,2023-06-12T00:12:39.227
1038,2023-06-11T00:26:45.227,cash,2023-06-12T00:26:45.227
3642,2023-06-11T00:40:51.227,debit card,2023-06-12T00:40:51.227
1137,2023-06-11T00:54:57.227,credit card,2023-06-12T00:54:57.227
5583,2023-06-11T01:09:03.227,debit card,2023-06-12T01:09:03.227
537,2023-06-11T01:23:09.227,bank transfer,2023-06-12T01:23:09.227
798,2023-06-11T01:37:15.227,debit card,2023-06-12T01:37:15.227
3102,2023-06-11T01:51:21.227,bank transfer,2023-06-12T01:51:21.227
5472,2023-06-11T02:05:27.227,debit card,2023-06-12T02:05:27.227
6276,2023-06-11T02:19:33.227,bank transfer,2023-06-12T02:19:33.227
4224,2023-06-11T02:33:39.227,cash,2023-06-12T02:33:39.227
4461,2023-06-11T02:47:45.227,bank transfer,2023-06-12T02:47:45.227
3078,2023-06-11T03:01:51.227,credit card,2023-06-12T03:01:51.227
1341,2023-06-11T03:15:57.227,debit card,2023-06-12T03:15:57.227
4230,2023-06-11T03:30:03.227,bank transfer,2023-06-12T03:30:03.227
6933,2023-06-11T03:44:09.227,cash,2023-06-12T03:44:09.227
2298,2023-06-11T03:58:15.227,debit card,2023-06-12T03:58:15.227
6222,2023-06-11T04:12:21.227,credit card,2023-06-12T04:12:21.227
4059,2023-06-11T04:26:27.227,credit card,2023-06-12T04:26:27.227
2727,2023-06-11T04:40:33.227,debit card,2023-06-12T04:40:33.227
5916,2023-06-11T04:54:39.227,bank transfer,2023-06-12T04:54:39.227
4062,2023-06-11T05:08:45.227,bank transfer,2023-06-12T05:08:45.227
5040,2023-06-11T05:22:51.227,debit card,2023-06-12T05:22:51.227
5370,2023-06-11T05:36:57.227,debit card,2023-06-12T05:36:57.227
1263,2023-06-11T05:51:03.227,cash,2023-06-12T05:51:03.227
3174,2023-06-11T06:05:09.227,debit card,2023-06-12T06:05:09.227
1137,2023-06-11T06:19:15.227,cash,2023-06-12T06:19:15.227
6465,2023-06-11T06:33:21.227,debit card,2023-06-12T06:33:21.227
4242,2023-06-11T06:47:27.227,cash,2023-06-12T06:47:27.227
2823,2023-06-11T07:01:33.227,credit card,2023-06-12T07:01:33.227
2949,2023-06-11T07:15:39.227,cash,2023-06-12T07:15:39.227
6297,2023-06-11T07:29:45.227,bank transfer,2023-06-12T07:29:45.227
3252,2023-06-11T07:43:51.227,debit card,2023-06-12T07:43:51.227
4602,2023-06-11T07:57:57.227,bank transfer,2023-06-12T07:57:57.227
459,2023-06-11T08:12:03.227,debit card,2023-06-12T08:12:03.227
369,2023-06-11T08:26:09.227,debit card,2023-06-12T08:26:09.227
3051,2023-06-11T08:40:15.227,credit card,2023-06-12T08:40:15.227
702,2023-06-11T08:54:21.227,bank transfer,2023-06-12T08:54:21.227
4368,2023-06-11T09:08:27.227,bank transfer,2023-06-12T09:08:27.227
2739,2023-06-11T09:22:33.227,debit card,2023-06-12T09:22:33.227
4788,2023-06-11T09:36:39.227,cash,2023-06-12T09:36:39.227
4476,2023-06-11T09:50:45.227,credit card,2023-06-12T09:50:45.227
2421,2023-06-11T10:04:51.227,cash,2023-06-12T10:04:51.227
2277,2023-06-11T10:18:57.227,cash,2023-06-12T10:18:57.227
6819,2023-06-11T10:33:03.227,cash,2023-06-12T10:33:03.227
4425,2023-06-11T10:47:09.227,bank transfer,2023-06-12T10:47:09.227
0,2023-06-11T11:01:15.227,cash,2023-06-12T11:01:15.227
1296,2023-06-06T13:45:21.227,debit card,2023-06-07T13:45:21.227
1566,2023-06-06T13:59:27.227,credit card,2023-06-07T13:59:27.227
4422,2023-06-06T14:13:33.227,cash,2023-06-07T14:13:33.227
2370,2023-06-06T14:27:39.227,cash,2023-06-07T14:27:39.227
1710,2023-06-06T14:41:45.227,bank transfer,2023-06-07T14:41:45.227
2049,2023-06-06T14:55:51.227,bank transfer,2023-06-07T14:55:51.227
75,2023-06-06T15:09:57.227,cash,2023-06-07T15:09:57.227
3156,2023-06-06T15:24:03.227,bank transfer,2023-06-07T15:24:03.227
6459,2023-06-06T15:38:09.227,bank transfer,2023-06-07T15:38:09.227
201,2023-06-06T15:52:15.227,debit card,2023-06-07T15:52:15.227
2940,2023-06-06T16:06:21.227,credit card,2023-06-07T16:06:21.227
5871,2023-06-06T16:20:27.227,credit card,2023-06-07T16:20:27.227
6924,2023-06-06T16:34:33.227,bank transfer,2023-06-07T16:34:33.227
2937,2023-06-06T16:48:39.227,bank transfer,2023-06-07T16:48:39.227
3003,2023-06-06T17:02:45.227,bank transfer,2023-06-07T17:02:45.227
2115,2023-06-06T17:16:51.227,credit card,2023-06-07T17:16:51.227
6834,2023-06-06T17:30:57.227,debit card,2023-06-07T17:30:57.227
1617,2023-06-06T17:45:03.227,credit card,2023-06-07T17:45:03.227
2427,2023-06-06T17:59:09.227,credit card,2023-06-07T17:59:09.227
4362,2023-06-06T18:13:15.227,bank transfer,2023-06-07T18:13:15.227
1581,2023-06-06T18:27:21.227,credit card,2023-06-07T18:27:21.227
285,2023-06-06T18:41:27.227,debit card,2023-06-07T18:41:27.227
3072,2023-06-06T18:55:33.227,debit card,2023-06-07T18:55:33.227
5922,2023-06-06T19:09:39.227,cash,2023-06-07T19:09:39.227
4854,2023-06-06T19:23:45.227,credit card,2023-06-07T19:23:45.227
4626,2023-06-06T19:37:51.227,cash,2023-06-07T19:37:51.227
2541,2023-06-06T19:51:57.227,bank transfer,2023-06-07T19:51:57.227
1209,2023-06-06T20:06:03.227,credit card,2023-06-07T20:06:03.227
5949,2023-06-06T20:20:09.227,debit card,2023-06-07T20:20:09.227
3915,2023-06-06T20:34:15.227,cash,2023-06-07T20:34:15.227
6156,2023-06-06T20:48:21.227,cash,2023-06-07T20:48:21.227
5085,2023-06-06T21:02:27.227,cash,2023-06-07T21:02:27.227
5802,2023-06-06T21:16:33.227,bank transfer,2023-06-07T21:16:33.227
5139,2023-06-06T21:30:39.227,credit card,2023-06-07T21:30:39.227
2778,2023-06-06T21:44:45.227,debit card,2023-06-07T21:44:45.227
2514,2023-06-06T21:58:51.227,debit card,2023-06-07T21:58:51.227
